event,date,fight,predicted_winner,correct,creator
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Montel Jackson vs Da'Mon Blackshear,Montel Jackson,True,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Luana Santos vs Mariya Agapova,Luana Santos,True,mma_joey
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Andre Petroski vs Josh Fremd,Andre Petroski,True,mma_joey
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Alex Pereira vs Jiri Prochazka,Jiri Prochazka,False,mma_joey
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Ian Machado Garry vs Michael Page,Ian Machado Garry,True,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,ChangHo Lee vs Xiao Long,Xiao Long,False,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Magomed Gadzhiyasulov vs Brendson Ribeiro,Magomed Gadzhiyasulov,True,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Muin Gafurov vs Kyung Ho Kang,Muin Gafurov,True,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Rinat Fakhretdinov vs Nicolas Dalby,Rinat Fakhretdinov,True,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Nasrat Haqparast vs Jared Gordon,Nasrat Haqparast,True,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Shara Magomedov vs Antonio Trocoli,Shara Magomedov,True,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Volkan Oezdemir vs Johnny Walker,Johnny Walker,False,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Felipe Lima vs Muhammad Naimov,Muhammad Naimov,False,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Kelvin Gastelum vs Daniel Rodriguez,Kelvin Gastelum,True,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Alexander Volkov vs Sergei Pavlovich,Sergei Pavlovich,False,mma_joey
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Robert Whittaker vs Ikram Aliskerov,Robert Whittaker,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Jamey-Lyn Horth vs Ivana Petrovic,Ivana Petrovic,False,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Cody Gibson vs Chad Anheliger,Cody Gibson,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Serhiy Sidey vs Garrett Armfield,Serhiy Sidey,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Alexandr Romanov vs Rodrigo Nascimento,Rodrigo Nascimento,False,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Youssef Zalal vs Jack Shore,Youssef Zalal,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Charles Jourdain vs Victor Henry,Charles Jourdain,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Jasmine Jasudavicius vs Ariane da Silva,Ariane da Silva,False,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Aiemann Zahabi vs Pedro Munhoz,Pedro Munhoz,False,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Mike Malott vs Trevin Giles,Mike Malott,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Dustin Stoltzfus vs Marc-Andre Barriault,Marc-Andre Barriault,False,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Brendson Ribeiro vs Caio Machado,Brendson Ribeiro,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Erin Blanchfield vs Rose Namajunas,Erin Blanchfield,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Brandon Moreno vs Amir Albazi,Amir Albazi,False,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Youssef Zalal vs Jack Shore,Youssef Zalal,True,mma_joey
UFC Fight Night: Moreno vs. Albazi,2024-11-02,Charles Jourdain vs Victor Henry,Charles Jourdain,True,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Virna Jandiroba vs Amanda Lemos,Amanda Lemos,False,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Steve Garcia vs SeungWoo Choi,Steve Garcia,True,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Kurt Holobaugh vs Kaynan Kruschewsky,Kaynan Kruschewsky,False,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Bruno Silva vs Cody Durden,Bruno Silva,True,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Dooho Choi vs Bill Algeo,Dooho Choi,True,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Hyder Amil vs JeongYeong Lee,JeongYeong Lee,False,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Cody Gibson vs Brian Kelleher,Cody Gibson,True,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Miranda Maverick vs Dione Barbosa,Dione Barbosa,False,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Trey Ogden vs Loik Radzhabov,Loik Radzhabov,False,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Luana Carolina vs Lucie Pudilova,Luana Carolina,True,mma_joey
UFC Fight Night: Lemos vs. Jandiroba,2024-07-20,Thomas Petersen vs Mohammed Usman,Mohammed Usman,False,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Tatsuro Taira vs Alex Perez,Tatsuro Taira,True,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Miles Johns vs Douglas Silva de Andrade,Douglas Silva de Andrade,False,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Lucas Almeida vs Timmy Cuamba,Timmy Cuamba,False,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Brady Hiestand vs Garrett Armfield,Garrett Armfield,False,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Asu Almabayev vs Jose Johnson,Asu Almabayev,True,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Adam Fugitt vs Josh Quinlan,Josh Quinlan,False,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Nate Maness vs Jimmy Flick,Jimmy Flick,False,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Gabriella Fernandes vs Carli Judice,Gabriella Fernandes,True,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Westin Wilson vs Jeka Saragih,Jeka Saragih,False,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Melquizael Costa vs Shayilan Nuerdanbieke,Shayilan Nuerdanbieke,False,mma_joey
UFC Fight Night: Perez vs. Taira,2024-06-15,Josefine Knutsson vs Julia Polastri,Josefine Knutsson,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Nassourdine Imavov vs Jared Cannonier,Nassourdine Imavov,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Dominick Reyes vs Dustin Jacoby,Dustin Jacoby,False,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Raul Rosas Jr. vs Ricky Turcios,Raul Rosas Jr.,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Brunno Ferreira vs Dustin Stoltzfus,Brunno Ferreira,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Zach Reese vs Julian Marquez,Zach Reese,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Punahele Soriano vs Miguel Baeza,Punahele Soriano,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Ludovit Klein vs Thiago Moises,Thiago Moises,False,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Carlos Prates vs Charles Radtke,Carlos Prates,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Brad Katona vs Jesse Butler,Brad Katona,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Montana De La Rosa vs Andrea Lee,Andrea Lee,False,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Daniel Marcos vs John Castaneda,Daniel Marcos,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Denise Gomes vs Eduarda Moura,Eduarda Moura,False,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Taylor Lapilus vs Cody Stamann,Taylor Lapilus,True,mma_joey
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Puja Tomar vs Rayanne dos Santos,Rayanne dos Santos,False,mma_joey
UFC 302: Makhachev vs. Poirier,2024-06-01,Sean Strickland vs Paulo Costa,Paulo Costa,False,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Vanessa Demopoulos vs Emily Ducote,Emily Ducote,False,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Alatengheili vs Kleydson Rodrigues,Kleydson Rodrigues,False,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Ariane Carnelossi vs Piera Rodriguez,Piera Rodriguez,False,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Abus Magomedov vs Warlley Alves,Abus Magomedov,True,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Melissa Gatto vs Tamires Vidal,Melissa Gatto,True,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Oumar Sy vs Tuco Tokkos,Oumar Sy,True,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Tom Nolan vs Victor Martinez,Tom Nolan,True,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Angela Hill vs Luana Pinheiro,Angela Hill,True,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Adrian Yanez vs Vinicius Salvador,Adrian Yanez,True,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Themba Gorimbo vs Ramiz Brahimaj,Themba Gorimbo,True,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Khaos Williams vs Carlston Harris,Khaos Williams,True,mma_joey
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Lerone Murphy vs Edson Barboza,Edson Barboza,False,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Veronica Hardy vs JJ Aldrich,Veronica Hardy,True,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Charles Johnson vs Jake Hadley,Jake Hadley,False,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Trey Waters vs Billy Ray Goff,Trey Waters,True,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Tabatha Ricci vs Tecia Pennington,Tecia Pennington,False,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Chase Hooper vs Viacheslav Borshchev,Viacheslav Borshchev,False,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Esteban Ribovics vs Terrance McKinney,Terrance McKinney,False,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Sean Woodson vs Alex Caceres,Sean Woodson,True,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Diego Ferreira vs Mateusz Rebecki,Mateusz Rebecki,False,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Carlos Ulberg vs Alonzo Menifield,Carlos Ulberg,True,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Joaquin Buckley vs Nursulton Ruziboev,Nursulton Ruziboev,False,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Derrick Lewis vs Rodrigo Nascimento,Derrick Lewis,True,mma_joey
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Waldo Cortes Acosta vs Robelis Despaigne,Robelis Despaigne,False,mma_joey
UFC 301: Pantoja vs. Erceg,2024-05-04,Alexandre Pantoja vs Steve Erceg,Alexandre Pantoja,True,mma_joey
UFC 301: Pantoja vs. Erceg,2024-05-04,Anthony Smith vs Vitor Petrino,Vitor Petrino,False,mma_joey
UFC 301: Pantoja vs. Erceg,2024-05-04,Caio Borralho vs Paul Craig,Caio Borralho,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Maheshate vs Gabriel Benitez,Maheshate,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Ivana Petrovic vs Liang Na,Ivana Petrovic,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Chris Padilla vs James Llontop,James Llontop,False,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Ketlen Souza vs Marnic Mann,Ketlen Souza,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Don'Tale Mayes vs Caio Machado,Don'Tale Mayes,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Austin Hubbard vs Michal Figlak,Michal Figlak,False,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Victor Henry vs Rani Yahya,Victor Henry,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Uros Medic vs Tim Means,Uros Medic,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,David Onama vs Jonathan Pearce,David Onama,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Jhonata Diniz vs Austen Lane,Austen Lane,False,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Karine Silva vs Ariane da Silva,Karine Silva,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Bogdan Guskov vs Ryan Spann,Bogdan Guskov,True,mma_joey
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Alex Perez vs Matheus Nicolau,Matheus Nicolau,False,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Alex Pereira vs Jamahal Hill,Alex Pereira,True,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Max Holloway vs Justin Gaethje,Justin Gaethje,False,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Arman Tsarukyan vs Charles Oliveira,Arman Tsarukyan,True,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Bo Nickal vs Cody Brundage,Bo Nickal,True,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Jiri Prochazka vs Aleksandar Rakic,Jiri Prochazka,True,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Aljamain Sterling vs Calvin Kattar,Aljamain Sterling,True,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Kayla Harrison vs Holly Holm,Kayla Harrison,True,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Renato Moicano vs Jalin Turner,Renato Moicano,True,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,King Green vs Jim Miller,Jim Miller,False,mma_joey
UFC 300: Pereira vs. Hill,2024-04-13,Deiveson Figueiredo vs Cody Garbrandt,Deiveson Figueiredo,True,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Nora Cornolle vs Melissa Mullins,Melissa Mullins,False,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Cesar Almeida vs Dylan Budka,Dylan Budka,False,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Jean Matsumoto vs Dan Argueta,Jean Matsumoto,True,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Norma Dumont vs Germaine de Randamie,Norma Dumont,True,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Alex Morono vs Court McGee,Alex Morono,True,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Charlie Campbell vs Trevor Peek,Charlie Campbell,True,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Lukasz Brzeski vs Valter Walker,Valter Walker,False,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Ignacio Bahamondes vs Christos Giagos,Ignacio Bahamondes,True,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Chepe Mariscal vs Morgan Charriere,Morgan Charriere,False,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Damon Jackson vs Alexander Hernandez,Alexander Hernandez,False,mma_joey
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Brendan Allen vs Chris Curtis,Chris Curtis,False,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Caolan Loughran vs Angel Pacheco,Caolan Loughran,True,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Jacob Malkoun vs Andre Petroski,Jacob Malkoun,True,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Virna Jandiroba vs Loopy Godinez,Loopy Godinez,False,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Ibo Aslan vs Anton Turkalj,Ibo Aslan,True,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Dennis Buzukja vs Connor Matthews,Connor Matthews,False,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Julio Arce vs Herbert Burns,Julio Arce,True,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Nate Landwehr vs Jamall Emmers,Jamall Emmers,False,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Chidi Njokuani vs Rhys McKee,Rhys McKee,False,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Kyle Nelson vs Bill Algeo,Bill Algeo,False,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Nursulton Ruziboev vs Sedriques Dumas,Nursulton Ruziboev,True,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Chris Weidman vs Bruno Silva,Bruno Silva,False,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Joaquin Buckley vs Vicente Luque,Vicente Luque,False,mma_joey
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Manon Fiorot vs Erin Blanchfield,Erin Blanchfield,False,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Rose Namajunas vs Amanda Ribas,Rose Namajunas,True,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Karl Williams vs Justin Tafa,Karl Williams,True,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Edmen Shahbazyan vs AJ Dobson,Edmen Shahbazyan,True,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Payton Talbott vs Cameron Saaiman,Payton Talbott,True,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Youssef Zalal vs Billy Quarantillo,Youssef Zalal,True,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Fernando Padilla vs Luis Pajuelo,Fernando Padilla,True,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Trey Ogden vs Kurt Holobaugh,Kurt Holobaugh,False,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Julian Erosa vs Ricardo Ramos,Ricardo Ramos,False,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Miles Johns vs Cody Gibson,Cody Gibson,False,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Jarno Errens vs Steven Nguyen,Steven Nguyen,False,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Daria Zhelezniakova vs Montse Rendon,Montse Rendon,False,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Andre Lima vs Igor Severino,Andre Lima,True,mma_joey
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Mick Parkin vs Mohammed Usman,Mohammed Usman,False,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Chad Anheliger vs Charalampos Grigoriou,Charalampos Grigoriou,False,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Jaqueline Amorim vs Cory McKenna,Cory McKenna,False,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Danny Silva vs Josh Culibao,Josh Culibao,False,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Thiago Moises vs Mitch Ramirez,Thiago Moises,True,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Jafel Filho vs Ode Osbourne,Jafel Filho,True,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Chelsea Chandler vs Josiane Nunes,Josiane Nunes,False,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Mike Davis vs Natan Levy,Natan Levy,False,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Gerald Meerschaert vs Bryan Barberena,Gerald Meerschaert,True,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Macy Chiasson vs Pannie Kianzad,Macy Chiasson,True,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Christian Rodriguez vs Isaac Dulgarian,Isaac Dulgarian,False,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Ovince Saint Preux vs Kennedy Nzechukwu,Kennedy Nzechukwu,False,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Bryan Battle vs Ange Loosa,Bryan Battle,,mma_joey
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Marcin Tybura vs Tai Tuivasa,Tai Tuivasa,False,mma_joey
UFC 299: O'Malley vs. Vera 2,2024-03-09,Sean O'Malley vs Marlon Vera,Sean O'Malley,True,mma_joey
UFC 299: O'Malley vs. Vera 2,2024-03-09,Dustin Poirier vs Benoit Saint Denis,Dustin Poirier,True,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Christian Leroy Duncan vs Claudio Ribeiro,Christian Leroy Duncan,True,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Loik Radzhabov vs Abdul-Kareem Al-Selwady,Abdul-Kareem Al-Selwady,False,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Aiemann Zahabi vs Javid Basharat,Javid Basharat,False,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Eryk Anders vs Jamie Pickett,Eryk Anders,True,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Steve Erceg vs Matt Schnell,Steve Erceg,True,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Muhammad Mokaev vs Alex Perez,Muhammad Mokaev,True,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Vitor Petrino vs Tyson Pedro,Vitor Petrino,True,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Jairzinho Rozenstruik vs Shamil Gaziev,Shamil Gaziev,False,mma_joey
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Umar Nurmagomedov vs Bekzat Almakhan,Umar Nurmagomedov,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Muhammad Naimov vs Erik Silva,Muhammad Naimov,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Felipe dos Santos vs Victor Altamirano,Felipe dos Santos,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Ronaldo Rodriguez vs Denys Bondar,Ronaldo Rodriguez,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Fares Ziam vs Claudio Puelles,Fares Ziam,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Edgar Chairez vs Daniel Lacerda,Edgar Chairez,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Jesus Aguilar vs Mateus Mendonca,Mateus Mendonca,False,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Raoni Barcelos vs Cristian Quinonez,Cristian Quinonez,False,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Manuel Torres vs Chris Duncan,Manuel Torres,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Yazmin Jauregui vs Sam Hughes,Yazmin Jauregui,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Daniel Zellhuber vs Francisco Prado,Daniel Zellhuber,True,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Brian Ortega vs Yair Rodriguez,Yair Rodriguez,False,mma_joey
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Brandon Royval vs Brandon Moreno,Brandon Moreno,False,mma_joey
UFC 298: Volkanovski vs. Topuria,2024-02-17,Ilia Topuria vs Alexander Volkanovski,Ilia Topuria,True,mma_joey
UFC 298: Volkanovski vs. Topuria,2024-02-17,Ian Machado Garry vs Geoff Neal,Ian Machado Garry,True,mma_joey
UFC 298: Volkanovski vs. Topuria,2024-02-17,Merab Dvalishvili vs Henry Cejudo,Merab Dvalishvili,True,mma_joey
UFC 298: Volkanovski vs. Topuria,2024-02-17,Anthony Hernandez vs Roman Kopylov,Roman Kopylov,False,mma_joey
UFC 298: Volkanovski vs. Topuria,2024-02-17,Danny Barlow vs Josh Quinlan,Danny Barlow,True,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Jamal Pogues vs Thomas Petersen,Thomas Petersen,False,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,MarQuel Mederos vs Landon Quinones,MarQuel Mederos,True,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Luana Carolina vs Julija Stoliarenko,Julija Stoliarenko,False,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,JeongYeong Lee vs Blake Bilder,JeongYeong Lee,True,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Themba Gorimbo vs Pete Rodriguez,Themba Gorimbo,True,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Charles Johnson vs Azat Maksum,Azat Maksum,False,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Molly McCann vs Diana Belbita,Diana Belbita,False,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Charles Radtke vs Gilbert Urbina,Gilbert Urbina,False,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Aliaskhab Khizriev vs Makhmud Muradov,Aliaskhab Khizriev,,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Natalia Silva vs Viviane Araujo,Natalia Silva,True,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Randy Brown vs Muslim Salikhov,Randy Brown,True,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Renato Moicano vs Drew Dober,Renato Moicano,True,mma_joey
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Nassourdine Imavov vs Roman Dolidze,Nassourdine Imavov,True,mma_joey
UFC 297: Strickland vs. Du Plessis,2024-01-20,Dricus Du Plessis vs Sean Strickland,Dricus Du Plessis,True,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Joshua Van vs Felipe Bunes,Joshua Van,True,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Nikolas Motta vs Tom Nolan,Tom Nolan,False,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Jean Silva vs Westin Wilson,Jean Silva,True,mma_joey
UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13,Farid Basharat vs Taylor Lapilus,Farid Basharat,True,mma_joey
