event,date,fight,predicted_winner,correct,creator
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Julian Erosa vs Christian Rodriguez,Christian Rodriguez,False,mma_guru
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Abdul Razak Alhassan vs Cody Brundage,Abdul Razak Alhassan,,mma_guru
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Charles Johnson vs Joshua Van,Joshua Van,False,mma_guru
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Jasmine Jasudavicius vs Fatima Kline,Jasmine Jasudavicius,True,mma_guru
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Montel Jackson vs Da'Mon Blackshear,Da'Mon Blackshear,False,mma_guru
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Luana Santos vs Mariya Agapova,Luana Santos,True,mma_guru
UFC Fight Night: Namajunas vs. Cortez,2024-07-13,Andre Petroski vs Josh Fremd,Andre Petroski,True,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Vinicius Oliveira vs Ricky Simon,Ricky Simon,False,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Rei Tsuruya vs Carlos Hernandez,Carlos Hernandez,False,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Martin Buday vs Andrei Arlovski,Martin Buday,True,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Gillian Robertson vs Michelle Waterson-Gomez,Michelle Waterson-Gomez,False,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Payton Talbott vs Yanis Ghemmouri,Payton Talbott,True,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Jean Silva vs Charles Jourdain,Charles Jourdain,False,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Andre Fili vs Cub Swanson,Andre Fili,True,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Joe Pyfer vs Marc-Andre Barriault,Joe Pyfer,True,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Roman Dolidze vs Anthony Smith,Anthony Smith,False,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Diego Lopes vs Dan Ige,Diego Lopes,True,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Macy Chiasson vs Mayra Bueno Silva,Macy Chiasson,True,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Ian Machado Garry vs Michael Page,Michael Page,False,mma_guru
UFC 303: Pereira vs. Prochazka 2,2024-06-29,Alex Pereira vs Jiri Prochazka,Jiri Prochazka,False,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,ChangHo Lee vs Xiao Long,ChangHo Lee,True,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Magomed Gadzhiyasulov vs Brendson Ribeiro,Magomed Gadzhiyasulov,True,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Muin Gafurov vs Kyung Ho Kang,Kyung Ho Kang,False,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Rinat Fakhretdinov vs Nicolas Dalby,Rinat Fakhretdinov,True,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Nasrat Haqparast vs Jared Gordon,Nasrat Haqparast,True,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Shara Magomedov vs Antonio Trocoli,Shara Magomedov,True,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Volkan Oezdemir vs Johnny Walker,Volkan Oezdemir,True,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Felipe Lima vs Muhammad Naimov,Muhammad Naimov,False,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Kelvin Gastelum vs Daniel Rodriguez,Kelvin Gastelum,True,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Alexander Volkov vs Sergei Pavlovich,Sergei Pavlovich,False,mma_guru
UFC Fight Night: Whittaker vs. Aliskerov,2024-06-22,Robert Whittaker vs Ikram Aliskerov,Robert Whittaker,True,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Tatsuro Taira vs Alex Perez,Tatsuro Taira,True,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Miles Johns vs Douglas Silva de Andrade,Douglas Silva de Andrade,False,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Lucas Almeida vs Timmy Cuamba,Timmy Cuamba,False,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Brady Hiestand vs Garrett Armfield,Garrett Armfield,False,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Asu Almabayev vs Jose Johnson,Asu Almabayev,True,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Adam Fugitt vs Josh Quinlan,Josh Quinlan,False,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Nate Maness vs Jimmy Flick,Nate Maness,True,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Gabriella Fernandes vs Carli Judice,Carli Judice,False,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Westin Wilson vs Jeka Saragih,Jeka Saragih,False,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Melquizael Costa vs Shayilan Nuerdanbieke,Melquizael Costa,True,mma_guru
UFC Fight Night: Perez vs. Taira,2024-06-15,Josefine Knutsson vs Julia Polastri,Josefine Knutsson,True,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Puja Tomar vs Rayanne dos Santos,Rayanne dos Santos,False,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Taylor Lapilus vs Cody Stamann,Taylor Lapilus,True,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Denise Gomes vs Eduarda Moura,Eduarda Moura,False,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Daniel Marcos vs John Castaneda,Daniel Marcos,True,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Montana De La Rosa vs Andrea Lee,Andrea Lee,False,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Brad Katona vs Jesse Butler,Jesse Butler,False,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Carlos Prates vs Charles Radtke,Carlos Prates,True,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Ludovit Klein vs Thiago Moises,Thiago Moises,False,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Punahele Soriano vs Miguel Baeza,Miguel Baeza,False,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Zach Reese vs Julian Marquez,Zach Reese,True,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Brunno Ferreira vs Dustin Stoltzfus,Brunno Ferreira,True,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Raul Rosas Jr. vs Ricky Turcios,Raul Rosas Jr.,True,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Dominick Reyes vs Dustin Jacoby,Dustin Jacoby,False,mma_guru
UFC Fight Night: Cannonier vs. Imavov,2024-06-08,Nassourdine Imavov vs Jared Cannonier,Jared Cannonier,False,mma_guru
UFC 302: Makhachev vs. Poirier,2024-06-01,Islam Makhachev vs Dustin Poirier,Islam Makhachev,True,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Vanessa Demopoulos vs Emily Ducote,Emily Ducote,False,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Ariane Carnelossi vs Piera Rodriguez,Piera Rodriguez,False,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Abus Magomedov vs Warlley Alves,Abus Magomedov,True,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Melissa Gatto vs Tamires Vidal,Melissa Gatto,True,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Oumar Sy vs Tuco Tokkos,Oumar Sy,True,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Tom Nolan vs Victor Martinez,Tom Nolan,True,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Angela Hill vs Luana Pinheiro,Angela Hill,True,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Adrian Yanez vs Vinicius Salvador,Adrian Yanez,True,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Themba Gorimbo vs Ramiz Brahimaj,Themba Gorimbo,True,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Khaos Williams vs Carlston Harris,Carlston Harris,False,mma_guru
UFC Fight Night: Barboza vs. Murphy,2024-05-18,Lerone Murphy vs Edson Barboza,Edson Barboza,False,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Veronica Hardy vs JJ Aldrich,JJ Aldrich,False,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Joaquin Buckley vs Nursulton Ruziboev,Nursulton Ruziboev,False,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Carlos Ulberg vs Alonzo Menifield,Carlos Ulberg,True,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Diego Ferreira vs Mateusz Rebecki,Mateusz Rebecki,False,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Sean Woodson vs Alex Caceres,Sean Woodson,True,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Waldo Cortes Acosta vs Robelis Despaigne,Robelis Despaigne,False,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Chase Hooper vs Viacheslav Borshchev,Viacheslav Borshchev,False,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Esteban Ribovics vs Terrance McKinney,Terrance McKinney,False,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Tabatha Ricci vs Tecia Pennington,Tecia Pennington,False,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Trey Waters vs Billy Ray Goff,Trey Waters,True,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Charles Johnson vs Jake Hadley,Charles Johnson,True,mma_guru
UFC Fight Night: Lewis vs. Nascimento,2024-05-11,Derrick Lewis vs Rodrigo Nascimento,Derrick Lewis,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Alessandro Costa vs Kevin Borjas,Alessandro Costa,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Ismael Bonfim vs Vinc Pichel,Ismael Bonfim,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Dione Barbosa vs Ernesta Kareckaite,Dione Barbosa,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Mauricio Ruffy vs Jamie Mullarkey,Mauricio Ruffy,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Drakkar Klose vs Joaquim Silva,Drakkar Klose,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Michel Pereira vs Ihor Potieria,Michel Pereira,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Myktybek Orolbai vs Elves Brener,Myktybek Orolbai,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Iasmin Lucindo vs Karolina Kowalkiewicz,Iasmin Lucindo,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Joanderson Brito vs Jack Shore,Joanderson Brito,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Caio Borralho vs Paul Craig,Caio Borralho,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Anthony Smith vs Vitor Petrino,Vitor Petrino,False,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Jose Aldo vs Jonathan Martinez,Jose Aldo,True,mma_guru
UFC 301: Pantoja vs. Erceg,2024-05-04,Alexandre Pantoja vs Steve Erceg,Steve Erceg,False,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Alex Perez vs Matheus Nicolau,Matheus Nicolau,False,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Bogdan Guskov vs Ryan Spann,Ryan Spann,False,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Karine Silva vs Ariane da Silva,Karine Silva,True,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Jhonata Diniz vs Austen Lane,Jhonata Diniz,True,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,David Onama vs Jonathan Pearce,David Onama,True,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Uros Medic vs Tim Means,Uros Medic,True,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Victor Henry vs Rani Yahya,Victor Henry,True,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Austin Hubbard vs Michal Figlak,Michal Figlak,False,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Don'Tale Mayes vs Caio Machado,Don'Tale Mayes,True,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Ketlen Souza vs Marnic Mann,Ketlen Souza,True,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Chris Padilla vs James Llontop,James Llontop,False,mma_guru
UFC Fight Night: Nicolau vs. Perez,2024-04-27,Ivana Petrovic vs Liang Na,Ivana Petrovic,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Alex Pereira vs Jamahal Hill,Alex Pereira,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Zhang Weili vs Yan Xiaonan,Zhang Weili,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Max Holloway vs Justin Gaethje,Max Holloway,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Arman Tsarukyan vs Charles Oliveira,Charles Oliveira,False,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Bo Nickal vs Cody Brundage,Bo Nickal,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Jiri Prochazka vs Aleksandar Rakic,Aleksandar Rakic,False,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Aljamain Sterling vs Calvin Kattar,Aljamain Sterling,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Kayla Harrison vs Holly Holm,Kayla Harrison,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Diego Lopes vs Sodiq Yusuff,Diego Lopes,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Renato Moicano vs Jalin Turner,Renato Moicano,True,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Jessica Andrade vs Marina Rodriguez,Marina Rodriguez,False,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,King Green vs Jim Miller,Jim Miller,False,mma_guru
UFC 300: Pereira vs. Hill,2024-04-13,Deiveson Figueiredo vs Cody Garbrandt,Cody Garbrandt,False,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Nora Cornolle vs Melissa Mullins,Melissa Mullins,False,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Cesar Almeida vs Dylan Budka,Dylan Budka,False,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Jean Matsumoto vs Dan Argueta,Jean Matsumoto,True,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Victor Hugo vs Pedro Falcao,Victor Hugo,True,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Norma Dumont vs Germaine de Randamie,Norma Dumont,True,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Alex Morono vs Court McGee,Alex Morono,True,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Charlie Campbell vs Trevor Peek,Charlie Campbell,True,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Lukasz Brzeski vs Valter Walker,Valter Walker,False,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Ignacio Bahamondes vs Christos Giagos,Ignacio Bahamondes,True,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Chepe Mariscal vs Morgan Charriere,Morgan Charriere,False,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Damon Jackson vs Alexander Hernandez,Alexander Hernandez,False,mma_guru
UFC Fight Night: Allen vs. Curtis 2,2024-04-06,Brendan Allen vs Chris Curtis,Brendan Allen,True,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Manon Fiorot vs Erin Blanchfield,Erin Blanchfield,False,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Joaquin Buckley vs Vicente Luque,Vicente Luque,False,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Chris Weidman vs Bruno Silva,Bruno Silva,False,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Nursulton Ruziboev vs Sedriques Dumas,Nursulton Ruziboev,True,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Kyle Nelson vs Bill Algeo,Bill Algeo,False,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Chidi Njokuani vs Rhys McKee,Chidi Njokuani,True,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Nate Landwehr vs Jamall Emmers,Jamall Emmers,False,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Virna Jandiroba vs Loopy Godinez,Loopy Godinez,False,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Julio Arce vs Herbert Burns,Julio Arce,True,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Dennis Buzukja vs Connor Matthews,Connor Matthews,False,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Ibo Aslan vs Anton Turkalj,Ibo Aslan,True,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Jacob Malkoun vs Andre Petroski,Jacob Malkoun,True,mma_guru
UFC Fight Night: Blanchfield vs. Fiorot,2024-03-30,Caolan Loughran vs Angel Pacheco,Caolan Loughran,True,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Rose Namajunas vs Amanda Ribas,Rose Namajunas,True,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Karl Williams vs Justin Tafa,Karl Williams,True,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Edmen Shahbazyan vs AJ Dobson,Edmen Shahbazyan,True,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Payton Talbott vs Cameron Saaiman,Cameron Saaiman,False,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Youssef Zalal vs Billy Quarantillo,Youssef Zalal,True,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Fernando Padilla vs Luis Pajuelo,Luis Pajuelo,False,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Trey Ogden vs Kurt Holobaugh,Kurt Holobaugh,False,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Julian Erosa vs Ricardo Ramos,Ricardo Ramos,False,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Miles Johns vs Cody Gibson,Cody Gibson,False,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Jarno Errens vs Steven Nguyen,Steven Nguyen,False,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Daria Zhelezniakova vs Montse Rendon,Daria Zhelezniakova,True,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Andre Lima vs Igor Severino,Andre Lima,True,mma_guru
UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Mick Parkin vs Mohammed Usman,Mohammed Usman,False,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Chad Anheliger vs Charalampos Grigoriou,Chad Anheliger,True,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Jaqueline Amorim vs Cory McKenna,Cory McKenna,False,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Danny Silva vs Josh Culibao,Danny Silva,True,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Jafel Filho vs Ode Osbourne,Jafel Filho,True,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Chelsea Chandler vs Josiane Nunes,Josiane Nunes,False,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Mike Davis vs Natan Levy,Mike Davis,True,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Gerald Meerschaert vs Bryan Barberena,Gerald Meerschaert,True,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Macy Chiasson vs Pannie Kianzad,Macy Chiasson,True,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Christian Rodriguez vs Isaac Dulgarian,Isaac Dulgarian,False,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Ovince Saint Preux vs Kennedy Nzechukwu,Kennedy Nzechukwu,False,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Bryan Battle vs Ange Loosa,Bryan Battle,,mma_guru
UFC Fight Night: Tuivasa vs. Tybura,2024-03-16,Marcin Tybura vs Tai Tuivasa,Tai Tuivasa,False,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Joanne Wood vs Maryna Moroz,Maryna Moroz,False,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Asu Almabayev vs CJ Vergara,Asu Almabayev,True,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Robelis Despaigne vs Josh Parisian,Robelis Despaigne,True,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Michel Pereira vs Michal Oleksiejczuk,Michal Oleksiejczuk,False,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Philipe Lins vs Ion Cutelaba,Ion Cutelaba,False,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Kyler Phillips vs Pedro Munhoz,Pedro Munhoz,False,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Mateusz Gamrot vs Rafael Dos Anjos,Mateusz Gamrot,True,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Maycee Barber vs Katlyn Cerminara,Maycee Barber,True,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Jack Della Maddalena vs Gilbert Burns,Jack Della Maddalena,True,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Petr Yan vs Song Yadong,Petr Yan,True,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Michael Page vs Kevin Holland,Michael Page,True,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Dustin Poirier vs Benoit Saint Denis,Benoit Saint Denis,False,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Sean O'Malley vs Marlon Vera,Sean O'Malley,True,mma_guru
UFC 299: O'Malley vs. Vera 2,2024-03-09,Curtis Blaydes vs Jailton Almeida,Jailton Almeida,False,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Ludovit Klein vs AJ Cunningham,Ludovit Klein,True,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Christian Leroy Duncan vs Claudio Ribeiro,Christian Leroy Duncan,True,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Loik Radzhabov vs Abdul-Kareem Al-Selwady,Abdul-Kareem Al-Selwady,False,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Aiemann Zahabi vs Javid Basharat,Javid Basharat,False,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Eryk Anders vs Jamie Pickett,Eryk Anders,True,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Umar Nurmagomedov vs Bekzat Almakhan,Umar Nurmagomedov,True,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Steve Erceg vs Matt Schnell,Steve Erceg,True,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Muhammad Mokaev vs Alex Perez,Muhammad Mokaev,True,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Vitor Petrino vs Tyson Pedro,Vitor Petrino,True,mma_guru
UFC Fight Night: Rozenstruik vs. Gaziev,2024-03-02,Jairzinho Rozenstruik vs Shamil Gaziev,Jairzinho Rozenstruik,True,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Brandon Royval vs Brandon Moreno,Brandon Moreno,False,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Brian Ortega vs Yair Rodriguez,Yair Rodriguez,False,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Daniel Zellhuber vs Francisco Prado,Francisco Prado,False,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Yazmin Jauregui vs Sam Hughes,Yazmin Jauregui,True,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Manuel Torres vs Chris Duncan,Manuel Torres,True,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Raoni Barcelos vs Cristian Quinonez,Raoni Barcelos,True,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Jesus Aguilar vs Mateus Mendonca,Mateus Mendonca,False,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Edgar Chairez vs Daniel Lacerda,Edgar Chairez,True,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Fares Ziam vs Claudio Puelles,Fares Ziam,True,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Ronaldo Rodriguez vs Denys Bondar,Denys Bondar,False,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Felipe dos Santos vs Victor Altamirano,Felipe dos Santos,True,mma_guru
UFC Fight Night: Moreno vs. Royval 2,2024-02-24,Muhammad Naimov vs Erik Silva,Muhammad Naimov,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Miranda Maverick vs Andrea Lee,Miranda Maverick,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Oban Elliott vs Val Woodburn,Oban Elliott,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Danny Barlow vs Josh Quinlan,Danny Barlow,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Zhang Mingyang vs Brendson Ribeiro,Brendson Ribeiro,False,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Rinya Nakamura vs Carlos Vera,Rinya Nakamura,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Marcos Rogerio de Lima vs Junior Tafa,Marcos Rogerio de Lima,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Amanda Lemos vs Mackenzie Dern,Amanda Lemos,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Anthony Hernandez vs Roman Kopylov,Anthony Hernandez,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Merab Dvalishvili vs Henry Cejudo,Merab Dvalishvili,True,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Ian Machado Garry vs Geoff Neal,Geoff Neal,False,mma_guru
UFC 298: Volkanovski vs. Topuria,2024-02-17,Robert Whittaker vs Paulo Costa,Robert Whittaker,True,mma_guru
