event,date,fight,actual_winner,method,mma_guru_pick,mma_guru_correct,mma_joey_pick,mma_joey_correct
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Peter Sobotta vs Ben Saunders,Peter Sobotta,KO/TKO,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Omari Akhmedov vs Abdul Razak Alhassan,Omari Akhmedov,DEC,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Nordine Taleb vs Oliver Enkamp,Nordine Taleb,DEC,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Jack Hermansson vs Alex Nicholson,Jack Hermansson,KO/TKO,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Pedro Munhoz vs Damian Stasiak,Pedro Munhoz,DEC,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Trevor Smith vs Chris Camozzi,Trevor Smith,DEC,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Joaquim Silva vs Reza Madadi,Joaquim Silva,DEC,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Bojan Velickovic vs Nicholas Musoke,Bojan Velickovic,KO/TKO,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Darren Till vs Jessin Ayari,Darren Till,DEC,—,,—,
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,Damir Hadzovic vs Marcin Held,Damir Hadzovic,KO/TKO,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Stipe Miocic vs Junior Dos Santos,Stipe Miocic,KO/TKO,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Joanna Jedrzejczyk vs Jessica Andrade,Joanna Jedrzejczyk,DEC,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Demian Maia vs Jorge Masvidal,Demian Maia,DEC,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Frankie Edgar vs Yair Rodriguez,Frankie Edgar,KO/TKO,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,David Branch vs Krzysztof Jotko,David Branch,DEC,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Eddie Alvarez vs Dustin Poirier,,NC,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Jason Knight vs Chas Skelly,Jason Knight,KO/TKO,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Chase Sherman vs Rashad Coulter,Chase Sherman,KO/TKO,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,James Vick vs Marco Polo Reyes,James Vick,KO/TKO,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Cortney Casey vs Jessica Aguilar,Cortney Casey,DEC,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Enrique Barzola vs Gabriel Benitez,Enrique Barzola,DEC,—,,—,
UFC 211: Miocic vs. Dos Santos,2017-05-13,Gadzhimurad Antigulov vs Joachim Christensen,Gadzhimurad Antigulov,SUB,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Cub Swanson vs Artem Lobov,Cub Swanson,DEC,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Al Iaquinta vs Diego Sanchez,Al Iaquinta,KO/TKO,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Ovince Saint Preux vs Marcos Rogerio de Lima,Ovince Saint Preux,SUB,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,John Dodson vs Eddie Wineland,John Dodson,DEC,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Stevie Ray vs Joe Lauzon,Stevie Ray,DEC,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Mike Perry vs Jake Ellenberger,Mike Perry,KO/TKO,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Thales Leites vs Sam Alvey,Thales Leites,DEC,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Brandon Moreno vs Dustin Ortiz,Brandon Moreno,SUB,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Scott Holtzman vs Michael McBride,Scott Holtzman,DEC,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Danielle Taylor vs Jessica Penne,Danielle Taylor,DEC,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Alexis Davis vs Cindy Dandois,Alexis Davis,DEC,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Bryan Barberena vs Joe Proctor,Bryan Barberena,KO/TKO,—,,—,
UFC Fight Night: Swanson vs. Lobov,2017-04-22,Hector Sandoval vs Matt Schnell,Hector Sandoval,KO/TKO,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Demetrious Johnson vs Wilson Reis,Demetrious Johnson,SUB,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Rose Namajunas vs Michelle Waterson-Gomez,Rose Namajunas,SUB,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Robert Whittaker vs Jacare Souza,Robert Whittaker,KO/TKO,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Renato Moicano vs Jeremy Stephens,Renato Moicano,DEC,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Alexander Volkov vs Roy Nelson,Alexander Volkov,DEC,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Tom Duquesnoy vs Patrick Williams,Tom Duquesnoy,KO/TKO,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Rashid Magomedov vs King Green,Rashid Magomedov,DEC,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Tim Elliott vs Louis Smolka,Tim Elliott,DEC,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Aljamain Sterling vs Augusto Mendes,Aljamain Sterling,DEC,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Devin Clark vs Jake Collier,Devin Clark,DEC,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Anthony Smith vs Andrew Sanchez,Anthony Smith,KO/TKO,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Zak Cummings vs Nathan Coy,Zak Cummings,SUB,—,,—,
UFC on FOX: Johnson vs. Reis,2017-04-15,Ketlen Vieira vs Ashlee Evans-Smith,Ketlen Vieira,DEC,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Daniel Cormier vs Anthony Johnson,Daniel Cormier,SUB,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Gegard Mousasi vs Chris Weidman,Gegard Mousasi,KO/TKO,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Cynthia Calvillo vs Pearl Gonzalez,Cynthia Calvillo,SUB,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Thiago Alves vs Patrick Cote,Thiago Alves,DEC,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Charles Oliveira vs Will Brooks,Charles Oliveira,SUB,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Myles Jury vs Mike de la Torre,Myles Jury,KO/TKO,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Kamaru Usman vs Sean Strickland,Kamaru Usman,DEC,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Shane Burgos vs Charles Rosa,Shane Burgos,KO/TKO,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Patrick Cummins vs Jan Blachowicz,Patrick Cummins,DEC,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Gregor Gillespie vs Andrew Holbrook,Gregor Gillespie,KO/TKO,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Desmond Green vs Josh Emmett,Desmond Green,DEC,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Katlyn Cerminara vs Irene Aldana,Katlyn Cerminara,DEC,—,,—,
UFC 210: Cormier vs. Johnson 2,2017-04-08,Magomed Bibulatov vs Jenel Lausa,Magomed Bibulatov,DEC,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Jimi Manuwa vs Corey Anderson,Jimi Manuwa,KO/TKO,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Gunnar Nelson vs Alan Jouban,Gunnar Nelson,SUB,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Marlon Vera vs Brad Pickett,Marlon Vera,KO/TKO,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Arnold Allen vs Makwan Amirkhani,Arnold Allen,DEC,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Joe Duffy vs Reza Madadi,Joe Duffy,DEC,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Francimar Barroso vs Darren Stewart,Francimar Barroso,DEC,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Timothy Johnson vs Daniel Omielanczuk,Timothy Johnson,DEC,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Leon Edwards vs Vicente Luque,Leon Edwards,DEC,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Marc Diakiese vs Teemu Packalen,Marc Diakiese,KO/TKO,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Brad Scott vs Scott Askham,Brad Scott,DEC,—,,—,
UFC Fight Night: Manuwa vs. Anderson,2017-03-18,Lina Lansberg vs Lucie Pudilova,Lina Lansberg,DEC,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Vitor Belfort vs Kelvin Gastelum,,Overturned,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Mauricio Rua vs Gian Villante,Mauricio Rua,KO/TKO,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Edson Barboza vs Beneil Dariush,Edson Barboza,KO/TKO,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Ray Borg vs Jussier Formiga,Ray Borg,DEC,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Bethe Correia vs Marion Reneau,,DEC,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Alex Oliveira vs Tim Means,Alex Oliveira,SUB,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Kevin Lee vs Francisco Trinaldo,Kevin Lee,SUB,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Sergio Moraes vs Davi Ramos,Sergio Moraes,DEC,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Joe Soto vs Rani Yahya,Joe Soto,DEC,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Michel Prazeres vs Joshua Burkman,Michel Prazeres,SUB,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Jeremy Kennedy vs Rony Jason,Jeremy Kennedy,DEC,—,,—,
UFC Fight Night: Belfort vs. Gastelum,2017-03-11,Paulo Costa vs Garreth McLellan,Paulo Costa,KO/TKO,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Tyron Woodley vs Stephen Thompson,Tyron Woodley,DEC,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,David Teymur vs Lando Vannata,David Teymur,DEC,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Daniel Kelly vs Rashad Evans,Daniel Kelly,DEC,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Cynthia Calvillo vs Amanda Cooper,Cynthia Calvillo,SUB,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Alistair Overeem vs Mark Hunt,Alistair Overeem,KO/TKO,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Marcin Tybura vs Luis Henrique,Marcin Tybura,KO/TKO,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Darren Elkins vs Mirsad Bektic,Darren Elkins,KO/TKO,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Iuri Alcantara vs Luke Sanders,Iuri Alcantara,SUB,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Mark Godbeer vs Daniel Spitz,Mark Godbeer,DEC,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Tyson Pedro vs Paul Craig,Tyson Pedro,KO/TKO,—,,—,
UFC 209: Woodley vs. Thompson 2,2017-03-04,Albert Morales vs Andre Soukhamthath,Albert Morales,DEC,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Derrick Lewis vs Travis Browne,Derrick Lewis,KO/TKO,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Johny Hendricks vs Hector Lombard,Johny Hendricks,DEC,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Gavin Tucker vs Sam Sicilia,Gavin Tucker,DEC,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Elias Theodorou vs Cezar Ferreira,Elias Theodorou,DEC,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Sara McMann vs Gina Mazany,Sara McMann,SUB,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Paul Felder vs Alex Ricci,Paul Felder,KO/TKO,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Santiago Ponzinibbio vs Nordine Taleb,Santiago Ponzinibbio,DEC,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Randa Markos vs Carla Esparza,Randa Markos,DEC,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Aiemann Zahabi vs Reginaldo Vieira,Aiemann Zahabi,DEC,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Thiago Santos vs Jack Marshman,Thiago Santos,KO/TKO,—,,—,
UFC Fight Night: Lewis vs. Browne,2017-02-19,Gerald Meerschaert vs Ryan Janes,Gerald Meerschaert,SUB,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Germaine de Randamie vs Holly Holm,Germaine de Randamie,DEC,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Anderson Silva vs Derek Brunson,Anderson Silva,DEC,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Jacare Souza vs Tim Boetsch,Jacare Souza,SUB,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Glover Teixeira vs Jared Cannonier,Glover Teixeira,DEC,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Dustin Poirier vs Jim Miller,Dustin Poirier,DEC,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Belal Muhammad vs Randy Brown,Belal Muhammad,DEC,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Wilson Reis vs Yuta Sasaki,Wilson Reis,DEC,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Islam Makhachev vs Nik Lentz,Islam Makhachev,DEC,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Ricky Glenn vs Phillipe Nover,Ricky Glenn,DEC,—,,—,
UFC 208: Holm vs. De Randamie,2017-02-11,Ryan LaFlare vs Roan Carneiro,Ryan LaFlare,DEC,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Chan Sung Jung vs Dennis Bermudez,Chan Sung Jung,KO/TKO,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Felice Herrig vs Alexa Grasso,Felice Herrig,DEC,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,James Vick vs Abel Trujillo,James Vick,SUB,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Volkan Oezdemir vs Ovince Saint Preux,Volkan Oezdemir,DEC,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Marcel Fortuna vs Anthony Hamilton,Marcel Fortuna,KO/TKO,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Jessica Andrade vs Angela Hill,Jessica Andrade,DEC,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Adam Milstead vs Curtis Blaydes,,Overturned,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Chas Skelly vs Chris Gruetzemacher,Chas Skelly,SUB,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Ricardo Ramos vs Michinori Tanaka,Ricardo Ramos,DEC,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Tecia Pennington vs Bec Rawlings,Tecia Pennington,DEC,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Alex Morono vs Niko Price,,Overturned,—,,—,
UFC Fight Night: Bermudez vs. The Korean Zombie,2017-02-04,Khalil Rountree Jr. vs Daniel Jolly,Khalil Rountree Jr.,KO/TKO,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Valentina Shevchenko vs Julianna Pena,Valentina Shevchenko,SUB,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Jorge Masvidal vs Donald Cerrone,Jorge Masvidal,KO/TKO,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Francis Ngannou vs Andrei Arlovski,Francis Ngannou,KO/TKO,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Jason Knight vs Alex Caceres,Jason Knight,SUB,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Sam Alvey vs Nate Marquardt,Sam Alvey,DEC,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Raphael Assuncao vs Aljamain Sterling,Raphael Assuncao,DEC,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Li Jingliang vs Bobby Nash,Li Jingliang,KO/TKO,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Jordan Johnson vs Henrique da Silva,Jordan Johnson,DEC,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Eric Spicely vs Alessio Di Chirico,Eric Spicely,SUB,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Marcos Rogerio de Lima vs Jeremy Kimball,Marcos Rogerio de Lima,KO/TKO,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Alexandre Pantoja vs Eric Shelton,Alexandre Pantoja,DEC,—,,—,
UFC on FOX: Shevchenko vs. Pena,2017-01-28,Jason Gonzalez vs JC Cottrell,Jason Gonzalez,SUB,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Yair Rodriguez vs BJ Penn,Yair Rodriguez,KO/TKO,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Joe Lauzon vs Marcin Held,Joe Lauzon,DEC,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Ben Saunders vs Court McGee,Ben Saunders,DEC,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Sergio Pettis vs John Moraga,Sergio Pettis,DEC,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Drakkar Klose vs Devin Powell,Drakkar Klose,DEC,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Augusto Mendes vs Frankie Saenz,Augusto Mendes,DEC,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Aleksei Oleinik vs Viktor Pesta,Aleksei Oleinik,SUB,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Anthony Rocco Martin vs Alex White,Anthony Rocco Martin,DEC,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Nina Nunes vs Jocelyn Jones-Lybarger,Nina Nunes,SUB,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Walt Harris vs Chase Sherman,Walt Harris,KO/TKO,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Joachim Christensen vs Bojan Mihajlovic,Joachim Christensen,KO/TKO,—,,—,
UFC Fight Night: Rodriguez vs. Penn,2017-01-15,Cyril Asker vs Dmitrii Smoliakov,Cyril Asker,KO/TKO,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Amanda Nunes vs Ronda Rousey,Amanda Nunes,KO/TKO,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Cody Garbrandt vs Dominick Cruz,Cody Garbrandt,DEC,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,TJ Dillashaw vs John Lineker,TJ Dillashaw,DEC,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Dong Hyun Kim vs Tarec Saffiedine,Dong Hyun Kim,DEC,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Ray Borg vs Louis Smolka,Ray Borg,DEC,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Neil Magny vs Johny Hendricks,Neil Magny,DEC,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Antonio Carlos Junior vs Marvin Vettori,Antonio Carlos Junior,DEC,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Alex Garcia vs Mike Pyle,Alex Garcia,KO/TKO,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Niko Price vs Brandon Thatch,Niko Price,SUB,—,,—,
UFC 207: Nunes vs. Rousey,2016-12-30,Alex Oliveira vs Tim Means,,NC,—,,—,
UFC on FOX: VanZant vs. Waterson,2016-12-17,Michelle Waterson-Gomez vs Paige VanZant,Michelle Waterson-Gomez,SUB,—,,—,
UFC on FOX: VanZant vs. Waterson,2016-12-17,Mickey Gall vs Sage Northcutt,Mickey Gall,SUB,—,,—,
UFC on FOX: VanZant vs. Waterson,2016-12-17,Urijah Faber vs Brad Pickett,Urijah Faber,DEC,—,,—,
